Actual,Predicted,Error
0.04208332909772919,0.10539562,-0.063312293453712
0.4612918697436621,0.4396096,0.021682282551126697
0.7573842486554352,0.6145447,0.14283955900013123
0.5330327913621008,0.5327278,0.0003050134041845398
0.339325992659326,0.52389765,-0.18457165519834
0.3575166425570739,0.45453888,-0.09702223922164316
0.5295295295295295,0.48315284,0.04637669296832647
0.8838027602997663,0.7794308,0.10437195366295604
0.24304222811685497,0.06336969,0.17967253674493724
0.3790457123790457,0.23876977,0.14027594271046662
0.2255184324799063,0.31861618,-0.09309774913210847
0.3982164913301719,0.39464587,0.0035706215982688194
0.21236366049046165,0.28622276,-0.07385909541850441
0.9298935131650761,0.85884875,0.07104476257379799
0.8290661105296641,0.6921007,0.13696540681338598
0.7508690933924578,0.7425658,0.008303282712068372
0.819757785954969,0.7454579,0.07429989830543282
0.36236236236236236,0.45975742,-0.09739505507805207
0.25325325325325326,0.5257317,-0.2724784295241515
0.061925064608393955,0.07140423,-0.009479168966473293
0.6506506506506506,0.5742867,0.0763639513556067
0.4505190067964019,0.45015895,0.0003600531297148768
0.9695630253077954,0.9517696,0.01779343492998775
0.0643292298921438,0.04343417,0.020895060748705466
0.12440378784959272,0.19246502,-0.06806123435671374
0.4624624624624625,0.40732718,0.055135287322081616
0.1833002659390567,0.3286951,-0.1453948226858975
0.8388051288098032,0.83000404,0.00880109238325899
0.872053043142152,0.8829472,-0.010894163355040343
0.14357862838097735,0.6255265,-0.4819478594463237
0.5707240436667368,0.36676985,0.20395419341267795
0.8137145973211547,0.78594357,0.027771029568316563
0.7304804365201728,0.61136377,0.11911666794259712
0.6715311261116469,0.709399,-0.037867858797410725
0.25325325325325326,0.30557188,-0.052318630663601595
0.5078232876950115,0.47747254,0.03035074397858084
0.9392397321659389,0.86989397,0.06934576406062276
0.18259698525469106,0.4027305,-0.22013350948293406
0.5104434814777292,0.5134526,-0.003009108034142116
0.03814896465378581,0.028100196,0.01004876838165103
0.6682816149482816,0.6605425,0.0077391268501371124
0.37965965965965964,0.39339697,-0.013737313950264674
0.25325325325325326,0.6257994,-0.3725461642424743
0.19493899749841248,0.20195664,-0.007017647155861506
0.1663437938891846,0.2114486,-0.045104801038603176
0.9601668669182278,0.86540234,0.09476452602925078
0.32732732732732733,0.36496815,-0.037640823526783385
0.9106827281500588,0.85165924,0.05902348981158834
0.40040040040040037,0.3433302,0.057070195913553445
0.47047047047047047,0.44189376,0.02857671408085255
0.12941902021290766,0.020106642,0.10931237863721358
0.45545545545545546,0.5904781,-0.13502266677888902
0.5442196862678598,0.7369656,-0.19274591040801303
0.7000991120800014,0.63171244,0.06838667540397603
0.831044232190364,0.7103519,0.12069234782528226
0.5565565565565566,0.6941895,-0.1376329323312303
0.5377250363934392,0.5842681,-0.0465430567156917
0.16435194884807286,0.42373192,-0.25937997425525966
0.2922922922922923,0.48396775,-0.19167545897227983
0.15297079223311558,0.16942549,-0.01645469528519497
0.4436793920383546,0.45880446,-0.01512506634139088
0.5285924478695563,0.41700515,0.11158729635931763
0.5255255255255256,0.4915116,0.0340139123949561
0.9853715609668716,0.7328486,0.2525229763149246
0.5981250942538195,0.5721652,0.025959903080266078
0.18016164312460609,0.7111788,-0.5310171364774448
0.04544183321704981,0.08401222,-0.038570384602640895
0.2962962962962963,0.37175754,-0.07546124083024486
0.8716504767516545,0.71716696,0.15448351651224412
0.7746574550144354,0.65156215,0.12309530072137509
0.36887510656056655,0.3269261,0.04194899438557875
0.23248683175153761,0.21821548,0.014271351304722124
0.521898376463203,0.50229174,0.019606637476234035
0.4954954954954955,0.54271686,-0.04722136527568371
0.9927537940595869,0.9071719,0.08558188901884589
0.5460320003248594,0.5074615,0.03857051207794171
0.9041400891524233,0.8270803,0.07705977976140155
0.09890855300187272,0.10835745,-0.009448898854263602
0.5042542542542542,0.6175903,-0.1133360539351379
0.7703842087617437,0.6729101,0.0974741145005743
0.7077438723785099,0.68328774,0.02445613262478674
0.14093881487684587,0.14801702,-0.0070782041565861376
0.05538853447378957,0.08866074,-0.033272204888450264
0.24545448060887487,0.14586157,0.09959291454213293
0.41406066260435187,0.3992181,0.014842550374050967
0.8135651414339938,0.8684355,-0.054870360618313296
0.7508142878080571,0.64461017,0.10620412125837453
0.4094094094094094,0.41029704,-0.0008876267615500755
0.872131622428652,0.847242,0.02488962470984102
0.9338922730029251,0.9075973,0.02629496961242217
0.5673173173173173,0.501556,0.0657613380654557
0.2469135802469136,0.19263954,0.05427403564070479
0.32932932932932935,0.31700024,0.01232908924182019
0.5868855885173877,0.54771006,0.03917552744408448
0.03238106868421101,0.03138656,0.0009945069924499964
0.7109799758764701,0.67540264,0.035577334580083386
0.18899060972114007,0.18854715,0.00044346042056481183
0.7322843318095543,0.60072255,0.13156178046372913
0.7435145431405948,0.6347592,0.10875535544223058
0.08389161193239854,0.1479638,-0.06407219505441024
0.5066484108629704,0.5027721,0.0038763180437565437
0.3041262416262417,0.32238752,-0.018261274872323985
0.11759458896498126,0.13166429,-0.014069702059226807
0.17931635339042745,0.16128956,0.01802679557582937
0.6931453578928493,0.6363509,0.05679442815575819
0.25325325325325326,0.67082024,-0.4175669829528014
0.6956956956956957,0.6163225,0.07937317830067614
0.9979122264082004,1.0038059,-0.005893649369997811
0.35235235235235235,0.59426075,-0.24190839984872797
0.2732732732732733,0.3162095,-0.04293622179432316
0.9771384039218021,0.88138765,0.09575075295515778
0.8347501385601336,0.76038295,0.07436718825419486
0.9320527023885761,0.90792984,0.024122864684871237
0.25325325325325326,0.51540416,-0.2621509115378539
0.6068630439059018,0.5496514,0.05721165955226415
0.8607360664895624,0.9014334,-0.0406973417707831
0.47479759228393104,0.51766574,-0.04286815154388879
0.6477736379421772,0.4439536,0.20382003443608898
0.44544544544544545,0.38267878,0.06276666846599904
0.3738486052046225,0.3357365,0.0381120920668051
0.08288832162891309,0.71896756,-0.636079235324517
