Actual,Predicted,Error
0.039096578448012106,0.33802196489435327,-0.29892538644634115
0.45311382811382817,0.38094912567044115,0.07216470244338702
0.7541350061204446,0.5725690740014165,0.18156593211902805
0.5309925091640187,0.39904129244369524,0.1319512167203235
0.3349099006163041,0.48234946646965077,-0.14743956585334667
0.3533533533533533,0.540427134356994,-0.18707378100364064
0.526192786337555,0.45451514523276926,0.0716776411047857
0.8838672331823021,0.7190427292816305,0.1648245039006716
0.23987891172692555,0.11221631064956401,0.12766260107736155
0.37449439383301303,0.21136781176112845,0.16312658207188457
0.22071515960404847,0.20325461134266462,0.01746054826138385
0.3937777400041551,0.34978471598798705,0.04399302401616806
0.20980038448072041,0.312526260999987,-0.10272587651926657
0.9326325260456885,0.8587847421858384,0.07384778385985002
0.8296391889007775,0.7129228475982293,0.11671634130254815
0.7481512961005966,0.5627784303031921,0.18537286579740453
0.8191911822244552,0.701763787278826,0.11742739494562915
0.35927370046953144,0.42422054431386735,-0.06494684384433591
0.2502502502502503,0.6917897805490767,-0.4415395302988264
0.06364822132283444,0.05047759564469729,0.013170625678137156
0.6456504293112045,0.5189777841596893,0.12667264515151522
0.44244244244244246,0.430260474134702,0.012181968307740487
0.9723476592414858,0.9097586118803603,0.06258904736112547
0.06641752008038822,0.11562076599892862,-0.0492032459185404
0.12526323443921739,0.14573384895248467,-0.020470614513267288
0.4544544544544544,0.36741232143419983,0.0870421330202546
0.18091493617440324,0.3655085886250159,-0.18459365245061266
0.8412006616874771,0.6383764259909088,0.20282423569656827
0.8732791961900206,0.8423290719628551,0.030950124227165476
0.14314314314314314,0.61698347029332,-0.4738403271501769
0.5679782063505224,0.3693781133005188,0.19860009305000365
0.8130706572761531,0.425267231186935,0.38780342608921814
0.7268268268268268,0.6611348579352314,0.06569196889159534
0.6670367175686327,0.5684779968030166,0.09855872076561611
0.2502502502502503,0.5531592473900036,-0.3029089971397533
0.5016810955364721,0.487240956704716,0.0144401388317561
0.9426982497270623,0.8468939728554327,0.09580427687162962
